"","model","wt","upp","low","week","alpha","step","rep"
"12929","arima",0.98814014048,0.997803,0.9683429,27,1,1,45
"12930","asg",0.00300695479248657,0.0110816075,7.5627565e-05,27,1,1,45
"12931","naive",0.00680802155493618,0.0252001525,0.00017701125,27,1,1,45
"12932","sir",0.00204488391714307,0.00753737425,5.08782475e-05,27,1,1,45
"12933","arima",0.39054571064,0.4845251,0.30013275,27,50,1,45
"12934","asg",0.16424117657,0.21289415,0.12152895,27,50,1,45
"12935","naive",0.33337025458,0.416382225,0.2540478,27,50,1,45
"12936","sir",0.11184285469,0.145371025,0.082622865,27,50,1,45
"12937","arima",0.98793231044,0.997744,0.967625925,28,1,1,45
"12938","asg",0.00308698596499663,0.0114488475,7.8782935e-05,28,1,1,45
"12939","naive",0.00695267369558335,0.0258371225,0.000173930025,28,1,1,45
"12940","sir",0.00202803108885958,0.00755551650000001,4.9346745e-05,28,1,1,45
"12941","arima",0.38208850286,0.474384125,0.29271135,28,50,1,45
"12942","asg",0.167965072974,0.217976375,0.124327575,28,50,1,45
"12943","naive",0.33890030032,0.422111225,0.259383925,28,50,1,45
"12944","sir",0.111046122018,0.1448311,0.081934945,28,50,1,45
"12945","arima",0.98772786422,0.997728025,0.9670325,29,1,1,45
"12946","asg",0.00315798152963198,0.01163856,8.3477165e-05,29,1,1,45
"12947","naive",0.00711076743649306,0.0263933,0.000177731125,29,1,1,45
"12948","sir",0.00200338777825096,0.00734448025,5.156345e-05,29,1,1,45
"12949","arima",0.37639948814,0.468139725,0.287485625,29,50,1,45
"12950","asg",0.171047160582,0.221882075,0.1267326,29,50,1,45
"12951","naive",0.3420189383,0.425060425,0.262230975,29,50,1,45
"12952","sir",0.11053441313,0.143854125,0.08173512,29,50,1,45
"12953","arima",0.98738064062,0.997760025,0.9656037,30,1,1,45
"12954","asg",0.00320954452573652,0.011824335,7.6549245e-05,30,1,1,45
"12955","naive",0.0073792928137887,0.027510655,0.000192246475,30,1,1,45
"12956","sir",0.00203052220192654,0.00735997025000001,4.6645175e-05,30,1,1,45
"12957","arima",0.37395126636,0.4666862,0.285759225,30,50,1,45
"12958","asg",0.16963392109,0.220071325,0.1258148,30,50,1,45
"12959","naive",0.34567126122,0.428465375,0.265798525,30,50,1,45
"12960","sir",0.110743554786,0.14390115,0.08200143,30,50,1,45
"12961","arima",0.98750571396,0.997779,0.966033925,31,1,1,45
"12962","asg",0.00302161737461892,0.0110646275,7.19256225e-05,31,1,1,45
"12963","naive",0.00742570677597133,0.027803585,0.0001678953,31,1,1,45
"12964","sir",0.0020469603639154,0.00756189675000001,5.3781345e-05,31,1,1,45
"12965","arima",0.37276992258,0.464281125,0.284693825,31,50,1,45
"12966","asg",0.165127265436,0.21473205,0.122283975,31,50,1,45
"12967","naive",0.35069365922,0.43453815,0.269935825,31,50,1,45
"12968","sir",0.111409153634,0.1447762,0.0824855125,31,50,1,45
"12969","arima",0.98744528798,0.997737025,0.965993925,32,1,1,45
"12970","asg",0.00305069424208135,0.01120642,7.06283325e-05,32,1,1,45
"12971","naive",0.00746334780793074,0.0273438,0.00018011815,32,1,1,45
"12972","sir",0.00204067016917295,0.00751822,4.80963775e-05,32,1,1,45
"12973","arima",0.37578405918,0.468060475,0.286630625,32,50,1,45
"12974","asg",0.16426903902,0.213513125,0.121184775,32,50,1,45
"12975","naive",0.34939492476,0.433250225,0.26845665,32,50,1,45
"12976","sir",0.110551981878,0.143719,0.0817791725,32,50,1,45
"12977","arima",0.98742509832,0.997715,0.965783825,33,1,1,45
"12978","asg",0.00306304321256468,0.0112258575,7.9757395e-05,33,1,1,45
"12979","naive",0.00747091797886985,0.02777363,0.000194317575,33,1,1,45
"12980","sir",0.00204094254403698,0.00757669925,5.12624075e-05,33,1,1,45
"12981","arima",0.38044991608,0.47119365,0.291509825,33,50,1,45
"12982","asg",0.164460534552,0.2132123,0.12182385,33,50,1,45
"12983","naive",0.3453704943,0.42936605,0.26604095,33,50,1,45
"12984","sir",0.109719057914,0.14287905,0.0813790675,33,50,1,45
"12985","arima",0.98755377092,0.99771705,0.96632295,34,1,1,45
"12986","asg",0.00305255923778943,0.011273255,7.68510375e-05,34,1,1,45
"12987","naive",0.00733636210807286,0.0273377175,0.00018147445,34,1,1,45
"12988","sir",0.00205730480704674,0.007605491,5.121362e-05,34,1,1,45
"12989","arima",0.38586156584,0.478860425,0.29515275,34,50,1,45
"12990","asg",0.163549116984,0.21280515,0.1210559,34,50,1,45
"12991","naive",0.34052309028,0.424041075,0.259975825,34,50,1,45
"12992","sir",0.110066227626,0.14364705,0.0810017275,34,50,1,45
"12993","arima",0.9879924288,0.997802,0.96778875,35,1,1,45
"12994","asg",0.00293666445206042,0.0108955225,7.310202e-05,35,1,1,45
"12995","naive",0.00697993348687297,0.026096405,0.00017586465,35,1,1,45
"12996","sir",0.00209097373888399,0.007717836,5.38292425e-05,35,1,1,45
"12997","arima",0.39386293296,0.486795325,0.3036553,35,50,1,45
"12998","asg",0.160394530564,0.20935105,0.118477975,35,50,1,45
"12999","naive",0.33472335074,0.417817,0.255352875,35,50,1,45
"13000","sir",0.111019190858,0.14449925,0.0819536125,35,50,1,45
"13001","arima",0.9882327839,0.99784405,0.968253975,36,1,1,45
"13002","asg",0.00285301699384293,0.0105110125,7.4650315e-05,36,1,1,45
"13003","naive",0.00681186460628518,0.025474825,0.0001641743,36,1,1,45
"13004","sir",0.00210233260851882,0.00773202625,5.49581925e-05,36,1,1,45
"13005","arima",0.40009895814,0.492607025,0.309555475,36,50,1,45
"13006","asg",0.157573412392,0.20491625,0.116351875,36,50,1,45
"13007","naive",0.3303689953,0.413896075,0.251728725,36,50,1,45
"13008","sir",0.111958630256,0.14540305,0.083007595,36,50,1,45
"13009","arima",0.98845038006,0.997816,0.968777575,37,1,1,45
"13010","asg",0.00278384356562836,0.0102594025,6.805847e-05,37,1,1,45
"13011","naive",0.00665374373342804,0.024968135,0.00016903075,37,1,1,45
"13012","sir",0.00211203177851538,0.00776146125,5.39783225e-05,37,1,1,45
"13013","arima",0.40065355248,0.492105025,0.308954925,37,50,1,45
"13014","asg",0.156335696542,0.204069175,0.115515975,37,50,1,45
"13015","naive",0.3295040183,0.4130693,0.251487875,37,50,1,45
"13016","sir",0.113506731994,0.147353025,0.084025695,37,50,1,45
"13017","arima",0.98859394338,0.997889,0.969627675,38,1,1,45
"13018","asg",0.00277759906955936,0.010211115,7.41766625e-05,38,1,1,45
"13019","naive",0.0064955035573465,0.02410495,0.000168020075,38,1,1,45
"13020","sir",0.00213295396593771,0.00786795275,5.49819e-05,38,1,1,45
"13021","arima",0.4054475848,0.499380075,0.313257825,38,50,1,45
"13022","asg",0.156257536714,0.2039132,0.115036925,38,50,1,45
"13023","naive",0.32338916856,0.407037075,0.244769925,38,50,1,45
"13024","sir",0.114905711336,0.14902625,0.08505338,38,50,1,45
"13025","arima",0.292075226257649,0.778497275,0.0101294875,2,1,1,46
"13026","asg",0.251375648656937,0.724022125,0.0080875755,2,1,1,46
"13027","naive",0.27666227345475,0.776051975,0.008050255,2,1,1,46
"13028","sir",0.179886849216409,0.6025586,0.00497833,2,1,1,46
"13029","arima",0.25115312704,0.314231125,0.19387695,2,50,1,46
"13030","asg",0.25025051556,0.31228485,0.192694975,2,50,1,46
"13031","naive",0.25056150366,0.313182225,0.193300925,2,50,1,46
"13032","sir",0.24803485786,0.309242525,0.190961625,2,50,1,46
"13033","arima",0.320105026713284,0.8258029,0.0099496495,3,1,1,46
"13034","asg",0.198678757232369,0.6455119,0.00572751725,3,1,1,46
"13035","naive",0.364842402854878,0.85566725,0.0129936175,3,1,1,46
"13036","sir",0.116373815684292,0.434316025,0.00294758525,3,1,1,46
"13037","arima",0.2522714067,0.313778625,0.194095125,3,50,1,46
"13038","asg",0.24966776156,0.311871125,0.191761,3,50,1,46
"13039","naive",0.25305746,0.31628695,0.195120575,3,50,1,46
"13040","sir",0.24500337142,0.3064062,0.188466725,3,50,1,46
"13041","arima",0.312468158444631,0.843980375,0.00765155225,4,1,1,46
"13042","asg",0.15373781222821,0.550005575,0.003895374,4,1,1,46
"13043","naive",0.457616278568327,0.9013991,0.017798655,4,1,1,46
"13044","sir",0.0761777516593611,0.291120125,0.0019252575,4,1,1,46
"13045","arima",0.25340522732,0.3167334,0.19530395,4,50,1,46
"13046","asg",0.24935170254,0.311304275,0.19207895,4,50,1,46
"13047","naive",0.25544519014,0.318732025,0.19709595,4,50,1,46
"13048","sir",0.24179787916,0.30331105,0.185604925,4,50,1,46
"13049","arima",0.332484442919169,0.8642194,0.00881830775,5,1,1,46
"13050","asg",0.118091553371139,0.4359036,0.00302272625,5,1,1,46
"13051","naive",0.479330575193818,0.91131085,0.0193690925,5,1,1,46
"13052","sir",0.07009342910358,0.27460305,0.00160249375,5,1,1,46
"13053","arima",0.25434506676,0.317841025,0.1955,5,50,1,46
"13054","asg",0.24761202334,0.30893405,0.1904515,5,50,1,46
"13055","naive",0.25633729428,0.319898875,0.1972049,5,50,1,46
"13056","sir",0.2417056151,0.302561025,0.185956375,5,50,1,46
"13057","arima",0.325679172381038,0.876592675,0.007565936,6,1,1,46
"13058","asg",0.0793868131337642,0.302293800000001,0.0018034485,6,1,1,46
"13059","naive",0.531187319252936,0.9273061,0.02450921,6,1,1,46
"13060","sir",0.063746698151905,0.2467654,0.00146695275,6,1,1,46
"13061","arima",0.25557324698,0.318180675,0.197050625,6,50,1,46
"13062","asg",0.2446375852,0.305236325,0.18847885,6,50,1,46
"13063","naive",0.25823358276,0.32242035,0.199383775,6,50,1,46
"13064","sir",0.24155558034,0.302315025,0.18572885,6,50,1,46
"13065","arima",0.338477109590348,0.89532865,0.00814264875,7,1,1,46
"13066","asg",0.061061237895083,0.23206995,0.00147695775,7,1,1,46
"13067","naive",0.54991963211743,0.937105125,0.025020675,7,1,1,46
"13068","sir",0.0505420197451062,0.193198425,0.00119066625,7,1,1,46
"13069","arima",0.25784378798,0.3212771,0.19904465,7,50,1,46
"13070","asg",0.2425189415,0.303884025,0.185617775,7,50,1,46
"13071","naive",0.26011917136,0.32433105,0.20062695,7,50,1,46
"13072","sir",0.23951809618,0.3002953,0.1833899,7,50,1,46
"13073","arima",0.333106670270658,0.897772125,0.00742171425,8,1,1,46
"13074","asg",0.0513223426537965,0.1921199,0.00120155475,8,1,1,46
"13075","naive",0.575636971270092,0.945506225,0.0297378125,8,1,1,46
"13076","sir",0.03993401591082,0.15217415,0.000992017075,8,1,1,46
"13077","arima",0.2599142682,0.32326915,0.20149245,8,50,1,46
"13078","asg",0.24150653716,0.3023551,0.1856427,8,50,1,46
"13079","naive",0.26228357972,0.32541425,0.203031975,8,50,1,46
"13080","sir",0.2362956164,0.297257,0.1810906,8,50,1,46
"13081","arima",0.34732530498348,0.90314445,0.0075544535,9,1,1,46
"13082","asg",0.0534971147416906,0.201915025,0.001311016,9,1,1,46
"13083","naive",0.558505707576461,0.943148,0.0251040175,9,1,1,46
"13084","sir",0.0406718730416846,0.15579325,0.00090152465,9,1,1,46
"13085","arima",0.2589307178,0.32230165,0.1999558,9,50,1,46
"13086","asg",0.24192666106,0.30287845,0.1862195,9,50,1,46
"13087","naive",0.26120700682,0.32477855,0.20190695,9,50,1,46
"13088","sir",0.23793560646,0.29825905,0.182112875,9,50,1,46
"13089","arima",0.344840126998906,0.9139985,0.0074869505,10,1,1,46
"13090","asg",0.0382033390456543,0.14459055,0.0009383807,10,1,1,46
"13091","naive",0.58017420667966,0.951513425,0.0262370875,10,1,1,46
"13092","sir",0.0367823255840564,0.139530225,0.000885023775,10,1,1,46
"13093","arima",0.261112909,0.324855125,0.201396525,10,50,1,46
"13094","asg",0.23775119836,0.298095225,0.182376475,10,50,1,46
"13095","naive",0.26335252274,0.327561125,0.203903925,10,50,1,46
"13096","sir",0.23778337028,0.298653325,0.182172925,10,50,1,46
"13097","arima",0.349474254463837,0.919905375,0.0078765135,11,1,1,46
"13098","asg",0.0293994528511279,0.1098136,0.000729578025,11,1,1,46
"13099","naive",0.588016435421575,0.9556471,0.027189595,11,1,1,46
"13100","sir",0.0331098570803027,0.12582735,0.00082831355,11,1,1,46
"13101","arima",0.2638862015,0.3287359,0.20365805,11,50,1,46
"13102","asg",0.23267410052,0.2926252,0.177977125,11,50,1,46
"13103","naive",0.26646481616,0.331054275,0.20635695,11,50,1,46
"13104","sir",0.23697488178,0.297754,0.181778875,11,50,1,46
"13105","arima",0.370808134749838,0.93127235,0.0085367825,12,1,1,46
"13106","asg",0.0234562618246227,0.0875903475,0.0005865095,12,1,1,46
"13107","naive",0.57712236942319,0.958203325,0.0262606125,12,1,1,46
"13108","sir",0.0286132359584458,0.10732465,0.000719707275,12,1,1,46
"13109","arima",0.2669931439,0.332853125,0.205900825,12,50,1,46
"13110","asg",0.22766945424,0.28632075,0.17420695,12,50,1,46
"13111","naive",0.26866125576,0.334510225,0.208167875,12,50,1,46
"13112","sir",0.23667614596,0.297563025,0.181232725,12,50,1,46
"13113","arima",0.371359465998894,0.93652545,0.008404486,13,1,1,46
"13114","asg",0.0200402008819542,0.07465887,0.000481396025,13,1,1,46
"13115","naive",0.58246951148177,0.9607942,0.024489145,13,1,1,46
"13116","sir",0.0261308196073984,0.09808389,0.0006611758,13,1,1,46
"13117","arima",0.26971133702,0.335036,0.208654725,13,50,1,46
"13118","asg",0.2232655863,0.281245425,0.170419875,13,50,1,46
"13119","naive",0.2715630899,0.3378591,0.209702725,13,50,1,46
"13120","sir",0.2354599848,0.2955591,0.179781725,13,50,1,46
"13121","arima",0.342331185009826,0.933353,0.00751943475,14,1,1,46
"13122","asg",0.0166465529752847,0.0614647975,0.00043546215,14,1,1,46
"13123","naive",0.618334348924052,0.96647325,0.0313825325,14,1,1,46
"13124","sir",0.0226879143353224,0.0845637275,0.000591754025,14,1,1,46
"13125","arima",0.27358817852,0.3397229,0.21242985,14,50,1,46
"13126","asg",0.217563094,0.274914,0.16509695,14,50,1,46
"13127","naive",0.27583060054,0.342564025,0.213143625,14,50,1,46
"13128","sir",0.23301812302,0.293497175,0.177390875,14,50,1,46
"13129","arima",0.248141482723872,0.8975606,0.00447813875,15,1,1,46
"13130","asg",0.0148912006087852,0.055634,0.00034786315,15,1,1,46
"13131","naive",0.715414972716804,0.973405075,0.066572385,15,1,1,46
"13132","sir",0.0215523393855941,0.0806484175,0.0005385069,15,1,1,46
"13133","arima",0.2721307796,0.33818015,0.210138825,15,50,1,46
"13134","asg",0.21525473108,0.2716465,0.1637069,15,50,1,46
"13135","naive",0.27811079778,0.3441489,0.2163738,15,50,1,46
"13136","sir",0.23450369334,0.295426175,0.179066675,15,50,1,46
"13137","arima",0.231245215586242,0.880839175,0.00425156525,16,1,1,46
"13138","asg",0.0138049086074814,0.051206665,0.000332206225,16,1,1,46
"13139","naive",0.735397768249802,0.9750612,0.085518945,16,1,1,46
"13140","sir",0.0195521100968009,0.0729563025,0.00048251415,16,1,1,46
"13141","arima",0.27480857874,0.340765025,0.21309175,16,50,1,46
"13142","asg",0.21215982404,0.26837715,0.16118685,16,50,1,46
"13143","naive",0.28133665202,0.3489232,0.218473675,16,50,1,46
"13144","sir",0.2316949438,0.292181025,0.176609975,16,50,1,46
"13145","arima",0.239844790456006,0.88847285,0.00454324075,17,1,1,46
"13146","asg",0.012970550481923,0.0484836925,0.000329798825,17,1,1,46
"13147","naive",0.73048492102584,0.97638945,0.082614,17,1,1,46
"13148","sir",0.01669974009747,0.0627601175,0.000415111775,17,1,1,46
"13149","arima",0.27892052514,0.345852225,0.21617875,17,50,1,46
"13150","asg",0.21047178038,0.266984425,0.160036875,17,50,1,46
"13151","naive",0.28499308946,0.3522011,0.222086925,17,50,1,46
"13152","sir",0.22561460794,0.28499045,0.17146585,17,50,1,46
"13153","arima",0.259949158660246,0.905772475,0.00523650875,18,1,1,46
"13154","asg",0.0126313276567113,0.0469022,0.000312211125,18,1,1,46
"13155","naive",0.71268977538808,0.976181,0.066665005,18,1,1,46
"13156","sir",0.0147297395508375,0.05465433,0.00039509745,18,1,1,46
"13157","arima",0.28224407258,0.349718,0.218936525,18,50,1,46
"13158","asg",0.20875470472,0.26351405,0.1583409,18,50,1,46
"13159","naive",0.28779625358,0.356374575,0.223410975,18,50,1,46
"13160","sir",0.22120496708,0.280041525,0.167889,18,50,1,46
"13161","arima",0.263940324014203,0.9057899,0.005480849,19,1,1,46
"13162","asg",0.0119632505209205,0.0442455325000001,0.000307073775,19,1,1,46
"13163","naive",0.709861301527466,0.976545,0.065473965,19,1,1,46
"13164","sir",0.0142351253773703,0.052582265,0.000334545625,19,1,1,46
"13165","arima",0.28362722316,0.350572225,0.2198394,19,50,1,46
"13166","asg",0.20674320666,0.262474125,0.1566056,19,50,1,46
"13167","naive",0.28948646842,0.357850225,0.22537195,19,50,1,46
"13168","sir",0.22014309728,0.27916005,0.16753675,19,50,1,46
"13169","arima",0.260508549529958,0.9046905,0.00549315725,20,1,1,46
"13170","asg",0.0116688738994448,0.04312192,0.000298097775,20,1,1,46
"13171","naive",0.7139528327268,0.977221675,0.06913185,20,1,1,46
"13172","sir",0.0138697444056492,0.0516718525,0.00033402095,20,1,1,46
"13173","arima",0.28502590404,0.353228975,0.22127365,20,50,1,46
"13174","asg",0.20547402228,0.26076375,0.155582975,20,50,1,46
"13175","naive",0.29079713286,0.35878635,0.225969825,20,50,1,46
"13176","sir",0.21870293902,0.27759515,0.16609065,20,50,1,46
"13177","arima",0.263401016774456,0.912886425,0.00534732375,21,1,1,46
"13178","asg",0.0113233745986487,0.0413363275,0.000278727975,21,1,1,46
"13179","naive",0.71181143421368,0.977777025,0.0633899375,21,1,1,46
"13180","sir",0.0134641773169635,0.0507459100000001,0.000341063825,21,1,1,46
"13181","arima",0.28600511404,0.35404305,0.222032925,21,50,1,46
"13182","asg",0.20452651446,0.259764375,0.154975775,21,50,1,46
"13183","naive",0.2917060383,0.359221175,0.22740965,21,50,1,46
"13184","sir",0.21776233664,0.275987275,0.1657158,21,50,1,46
"13185","arima",0.268371369360348,0.907058275,0.00533017075,22,1,1,46
"13186","asg",0.011392294435038,0.042153265,0.00029995575,22,1,1,46
"13187","naive",0.706883485794062,0.9771811,0.06770395,22,1,1,46
"13188","sir",0.0133528513206937,0.0496080950000001,0.000328421375,22,1,1,46
"13189","arima",0.28605506512,0.353650025,0.222592875,22,50,1,46
"13190","asg",0.20512120368,0.260082175,0.15577675,22,50,1,46
"13191","naive",0.29147924502,0.358886125,0.227652875,22,50,1,46
"13192","sir",0.21734448832,0.274679025,0.165104725,22,50,1,46
"13193","arima",0.287506278072114,0.921361025,0.00608545375,23,1,1,46
"13194","asg",0.0113642181624763,0.041699235,0.0003120353,23,1,1,46
"13195","naive",0.687834023393648,0.97608225,0.0535335775,23,1,1,46
"13196","sir",0.0132954805134451,0.0490786525,0.0003361597,23,1,1,46
"13197","arima",0.28666883224,0.354392025,0.2232839,23,50,1,46
"13198","asg",0.20490677816,0.259935075,0.15526595,23,50,1,46
"13199","naive",0.29175916652,0.360721375,0.2270708,23,50,1,46
"13200","sir",0.21666522132,0.2737404,0.164724875,23,50,1,46
"13201","arima",0.296648832830512,0.923785825,0.0059626215,24,1,1,46
"13202","asg",0.011329870682217,0.0419493275,0.000293445125,24,1,1,46
"13203","naive",0.67893047752694,0.97673935,0.0527580225,24,1,1,46
"13204","sir",0.0130908194393219,0.0488326825,0.000312928825,24,1,1,46
"13205","arima",0.28769237092,0.3561921,0.224253725,24,50,1,46
"13206","asg",0.20421940664,0.25896825,0.154916375,24,50,1,46
"13207","naive",0.29268977766,0.360424375,0.22858065,24,50,1,46
"13208","sir",0.21539844264,0.272793325,0.163280925,24,50,1,46
"13209","arima",0.302797475570757,0.931699575,0.00605590825,25,1,1,46
"13210","asg",0.00973599390808261,0.036141515,0.0002323617,25,1,1,46
"13211","naive",0.67662165995789,0.978393075,0.04747964,25,1,1,46
"13212","sir",0.0108448696637385,0.0402433975,0.00026819505,25,1,1,46
"13213","arima",0.29146920852,0.359975275,0.226956775,25,50,1,46
"13214","asg",0.20111225992,0.256359125,0.15196465,25,50,1,46
"13215","naive",0.296823345,0.36630635,0.231571675,25,50,1,46
"13216","sir",0.21059519028,0.2677362,0.1596478,25,50,1,46
"13217","arima",0.295508708781574,0.930962375,0.00649109975,26,1,1,46
"13218","asg",0.00872612616446988,0.032501465,0.0002247437,26,1,1,46
"13219","naive",0.68600739564586,0.979263325,0.0507200525,26,1,1,46
"13220","sir",0.0097577704683838,0.0360185175,0.0002482771,26,1,1,46
"13221","arima",0.29572061948,0.365144075,0.23052065,26,50,1,46
